PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,G01,G02,G02A,G02B,G28,G29,G30,G31,G32,G33,G34,G35A,G35B,G36A,G36B,G37A,G37B,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G48_AREA_OTHER,G49_SQUARE,G49_L,G49_W,G49_CERCLE,G50,G51,G52,G53,G54,G54_OTHER,G55_1,G55_2,G55_3,G55_4,G55_5,G55_6,G55_7,G55_8,G55_9,G55_10,G55_OTHER
Eastern Province,Kayonza,280,Rural,3,Ordinary HH,1508.526,1530.01911250193,02,120,No,,,,,,,,,Yes,Never,Yes,About half the time,No,,Don't know,Agree,Don't know,No Opinion,Disagree,Don't know,No Opinion,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,4,Ordinary HH,628.5525000000001,566.6496050412402,01,180,No,,,,,,,,,No,,Yes,Always,No,,Agree,Agree,Don't know,Disagree,Strongly Disagree,Strongly Disagree,Agree,Don't know,Yes,No,Roughly rectangular,,,4,4,,Flat,4,1,No,Fuel savings,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,6,Ordinary HH,628.5525000000001,566.6496050412402,02,120,No,,,,,,,,,Yes,More than half the time,Yes,About half the time,No,,Don't know,Agree,Don't know,No Opinion,Agree,Don't know,No Opinion,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,7,Ordinary HH,628.5525000000001,566.6496050412402,01,60,No,,,,,,,,,Yes,About half the time,No,,No,,Don't know,Agree,Don't know,No Opinion,Agree,Don't know,Don't know,Don't know,Yes,No,Roughly rectangular,,,4,3,,Roughly conical,3,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,8,Ordinary HH,628.5525000000001,566.6496050412402,04,60,No,,,,,,,,,No,,No,,No,,Don't know,No Opinion,Don't know,No Opinion,Agree,Don't know,No Opinion,Don't know,Yes,No,Roughly rectangular,,,5,2,,Flat,3,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,9,Ordinary HH,628.5525000000001,566.6496050412402,02,90,No,,,,,,,,,No,,No,,No,,Agree,No Opinion,Agree,Don't know,Don't know,Strongly Agree,Strongly Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,10,Ordinary HH,1508.526,1530.01911250193,02,120,No,,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Yes,Roughly rectangular,,,5,3,,Flat,3,2,Yes,Fuel savings,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,11,Ordinary HH,1508.526,1530.01911250193,01,180,Yes,,,,,,,,,No,,No,,No,,Agree,Agree,No Opinion,Don't know,Agree,Don't know,Agree,Don't know,Yes,No,Roughly rectangular,,,4,3,,Flat,3,1,Yes,Fuel savings,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,12,Ordinary HH,1508.526,1530.01911250193,02,360,No,,,,,,,,,No,,No,,No,,No Opinion,Agree,No Opinion,Strongly Agree,No Opinion,No Opinion,Agree,Strongly Agree,Yes,Yes,Roughly rectangular,,,4,3,,Flat,3,2,Yes,Fuel savings,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,14,Ordinary HH,1508.526,1530.01911250193,02,60,Yes,,,,,,,,,No,,Yes,Always,No,,Don't know,Don't know,Strongly Disagree,Don't know,Don't know,Don't know,Strongly Agree,Don't know,Yes,Yes,Roughly square,,4,,,,Flat,4,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,15,Ordinary HH,1508.526,1530.01911250193,02,120,No,,,,,,,,,No,,No,,No,,Don't know,Agree,Don't know,Agree,Strongly Agree,Don't know,Disagree,Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,16,Ordinary HH,1508.526,1530.01911250193,02,120,Yes,,,,,,,,,No,,No,,No,,Don't know,Agree,Don't know,No Opinion,Strongly Agree,Don't know,Disagree,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,17,Ordinary HH,1508.526,1530.01911250193,02,300,No,,,,,,,,,No,,No,,No,,Agree,Agree,Don't know,No Opinion,Disagree,Don't know,Disagree,Don't know,Yes,No,Roughly rectangular,,,3,3,,Flat,4,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,18,Ordinary HH,1508.526,1530.01911250193,02,180,No,,,,,,,,,No,,Yes,Always,No,,Don't know,Agree,Don't know,Strongly Disagree,Don't know,Don't know,Strongly Agree,No Opinion,Yes,No,Roughly square,,4,,,,Flat,6,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,20,Ordinary HH,628.5525000000001,566.6496050412402,02,120,Yes,,,,,,,,,No,,Yes,Less than half the time,No,,Don't know,Don't know,Don't know,Don't know,Disagree,Disagree,Agree,Don't know,Yes,No,Roughly rectangular,,,4,3,,Flat,5,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,21,Ordinary HH,1508.526,1530.01911250193,01,180,No,,,,,,,,,No,,Yes,Always,No,,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Strongly Disagree,Don't know,Yes,No,Roughly square,,2,,,,Flat,6,0,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,280,Rural,22,Ordinary HH,628.5525000000001,566.6496050412402,02,70,No,,,,,,,,,No,,Yes,Never,No,,Strongly Agree,No Opinion,Strongly Agree,Agree,Don't know,Don't know,Don't know,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,3,2,Yes,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,1,Ordinary HH,48.50689136722174,49.44762781123676,02,180,No,No,,,,,,,,Yes,Less than half the time,Yes,More than half the time,No,,Don't know,Agree,Don't know,Strongly Disagree,Don't know,Don't know,Don't know,Don't know,Yes,No,Roughly square,,2,,,,Flat,2,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,2,Ordinary HH,271.9723000000001,267.5321550512187,02,240,No,No,,,,,,,,Yes,Never,No,,No,,Don't know,Agree,Don't know,No Opinion,Agree,Don't know,No Opinion,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,3,Ordinary HH,48.50689136722174,49.44762781123676,02,180,No,No,,,,,,,,Yes,More than half the time,No,,No,,Don't know,Agree,Don't know,Disagree,Disagree,Don't know,Don't know,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,4,Ordinary HH,48.50689136722174,49.44762781123676,02,180,No,No,,,,,,,,No,,No,,No,,No Opinion,Agree,Don't know,No Opinion,Agree,Don't know,No Opinion,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,5,Ordinary HH,48.50689136722174,49.44762781123676,01,180,No,No,,,,,,,,No,,No,,No,,Don't know,Agree,Don't know,No Opinion,Agree,Don't know,Don't know,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,6,Ordinary HH,271.9723000000001,267.5321550512187,01,90,No,No,,,,,,,,Yes,Never,No,,No,,Don't know,Agree,Don't know,Agree,Agree,Don't know,Don't know,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,7,Ordinary HH,48.50689136722174,49.44762781123676,02,150,No,No,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,3-Stones/Open fire stove,Yes,Never,Yes,Never,No,,Don't know,Agree,Don't know,No Opinion,Disagree,Don't know,Don't know,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,8,Ordinary HH,271.9723000000001,267.5321550512187,03,120,No,No,,,,,,,,No,,Yes,Always,No,,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Strongly Disagree,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,9,Ordinary HH,271.9723000000001,267.5321550512187,02,360,Yes,Yes,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,No,,Yes,Always,No,,Agree,Agree,Agree,Don't know,Agree,Agree,Strongly Disagree,Strongly Disagree,Yes,Yes,Roughly square,,3,,,,Flat,3,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,10,Ordinary HH,271.9723000000001,267.5321550512187,02,90,Yes,No,,,,,,,,No,,Yes,More than half the time,No,,Agree,Agree,Agree,Strongly Disagree,Agree,Don't know,Agree,Agree,Yes,Yes,Roughly rectangular,,,2,2,,Flat,3,2,Yes,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,11,Ordinary HH,271.9723000000001,267.5321550512187,04,90,No,No,,,,,,,,No,,Yes,Always,No,,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Strongly Disagree,Don't know,Yes,No,Roughly square,,3,,,,Flat,3,0,No,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,12,Ordinary HH,48.50689136722174,49.44762781123676,01,90,Yes,No,,,,,,,,No,,Yes,Never,No,,Agree,Agree,Strongly Disagree,Don't know,Agree,Agree,Strongly Disagree,Don't know,Yes,No,Roughly rectangular,,,2,2,,Flat,2,2,Yes,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,13,Ordinary HH,271.9723000000001,267.5321550512187,02,180,Yes,No,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,LPG stove,No,,Yes,Always,No,,Don't know,Agree,Agree,Strongly Disagree,No Opinion,Agree,Strongly Disagree,Don't know,Yes,Yes,Roughly square,,3,,,,Flat,3,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,14,Ordinary HH,271.9723000000001,267.5321550512187,02,60,Yes,No,,,,,,,,Yes,Never,Yes,More than half the time,No,,Agree,Strongly Disagree,Agree,Don't know,Agree,Agree,Disagree,Don't know,Yes,Yes,Roughly rectangular,,,3,2,,Flat,3,2,No,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,15,Ordinary HH,271.9723000000001,267.5321550512187,02,90,Yes,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Traditional/Locally built stove,No,,Yes,More than half the time,No,,Agree,Don't know,Strongly Agree,Don't know,Disagree,Agree,Disagree,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,2,3,Yes,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,16,Ordinary HH,48.50689136722174,49.44762781123676,02,90,Yes,No,,,,,,,,No,,Yes,Less than half the time,No,,Agree,Strongly Disagree,Agree,Don't know,Don't know,Agree,Strongly Disagree,Don't know,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,17,Ordinary HH,271.9723000000001,267.5321550512187,01,180,Yes,No,,,,,,,,No,,Yes,Always,No,,Agree,Agree,Don't know,Agree,Strongly Disagree,Agree,Strongly Disagree,Don't know,Yes,Yes,Roughly square,,2,,,,Flat,2,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,281,Urban,18,Ordinary HH,271.9723000000001,267.5321550512187,02,60,Yes,No,,,,,,,,No,,Yes,Never,No,,Agree,Strongly Agree,No Opinion,No Opinion,Don't know,Agree,Agree,Don't know,Yes,Yes,Roughly rectangular,,,3,2,,Flat,2,2,Yes,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,2,Ordinary HH,155.5122,159.9850262713035,04,240,Yes,No,,,,,,,,Yes,About half the time,No,,No,,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Yes,No,Roughly square,,2,,,,Flat,2,1,Yes,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,3,Ordinary HH,155.5122,159.9850262713035,01,120,No,No,Manufactured biomass stove,Manufactured biomass stove,Traditional/Locally built stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,No,,No,,Yes,Always,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,No Opinion,No Opinion,Strongly Agree,Yes,No,Roughly rectangular,,,4,2,,Flat,3,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,4,Ordinary HH,155.5122,159.9850262713035,01,180,No,No,Manufactured biomass stove,Traditional/Locally built stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Manufactured biomass stove,Traditional/Locally built stove,No,,No,,Yes,Always,No Opinion,Agree,No Opinion,Agree,Agree,No Opinion,Disagree,Strongly Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,5,Ordinary HH,155.5122,159.9850262713035,02,240,Yes,No,,,,,,,,No,,No,,No,,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,6,Ordinary HH,155.5122,159.9850262713035,04,120,Yes,No,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Don't know,Agree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,6,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,7,Ordinary HH,155.5122,159.9850262713035,02,120,Yes,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,LPG stove,Traditional/Locally built stove,Traditional/Locally built stove,LPG stove,No,,Yes,Less than half the time,No,,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Speed to cook,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,8,Ordinary HH,155.5122,159.9850262713035,02,180,Yes,Yes,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Yes,No,Roughly square,,4,,,,Flat,2,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,9,Ordinary HH,130.3236042253521,132.987322635124,01,120,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Strongly Disagree,Don't know,No Opinion,Strongly Agree,Disagree,Agree,No,,,,,,,,,,,,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,10,Ordinary HH,155.5122,159.9850262713035,06,240,Yes,Yes,,,,,,,,Yes,About half the time,Yes,Always,No,,Strongly Agree,Agree,No Opinion,Don't know,No Opinion,Strongly Agree,Disagree,Strongly Agree,Yes,Yes,Roughly square,,4,,,,Flat,6,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,11,Ordinary HH,155.5122,159.9850262713035,02,120,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,Don't know,No Opinion,Strongly Agree,No Opinion,Strongly Agree,No Opinion,Yes,Yes,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,12,Ordinary HH,155.5122,159.9850262713035,03,120,Yes,No,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Don't know,Strongly Disagree,Strongly Agree,Don't know,Strongly Agree,Don't know,Yes,No,Roughly rectangular,,,2,2,,Flat,2,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,13,Ordinary HH,155.5122,159.9850262713035,01,120,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Don't know,Don't know,Agree,Disagree,Agree,Don't know,Yes,No,Roughly rectangular,,,2,2,,Flat,3,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,14,Ordinary HH,155.5122,159.9850262713035,01,120,No,No,,,,,,,,No,,No,,No,,Agree,Agree,Don't know,Agree,Disagree,Strongly Agree,Disagree,Don't know,Yes,Yes,Roughly square,,2,,,,Flat,6,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,16,Ordinary HH,155.5122,159.9850262713035,02,60,Yes,No,,,,,,,,No,,No,,No,,Agree,Strongly Agree,Agree,Don't know,Strongly Disagree,Agree,Disagree,Strongly Disagree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,17,Ordinary HH,155.5122,159.9850262713035,02,360,Yes,No,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,No Opinion,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,2,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,18,Ordinary HH,155.5122,159.9850262713035,01,360,No,No,LPG stove,LPG stove,Traditional/Locally built stove,LPG stove,Traditional/Locally built stove,Traditional/Locally built stove,LPG stove,Yes,Never,No,,Yes,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,Speed to cook,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,19,Ordinary HH,155.5122,159.9850262713035,07,180,Yes,No,LPG stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,LPG stove,No,,No,,No,,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Yes,Yes,Roughly rectangular,,,2,2,,Flat,2,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,282,Urban,20,Ordinary HH,155.5122,159.9850262713035,01,120,No,No,,,,,,,,No,,No,,Yes,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,No Opinion,Strongly Agree,Strongly Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Speed to cook,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,1,Ordinary HH,277.2759,252.3350488036188,01,120,No,No,,,,,,,,No,,Yes,Less than half the time,No,,Agree,Agree,Strongly Disagree,Agree,Don't know,No Opinion,Strongly Disagree,Strongly Agree,Yes,No,Roughly square,,2,,,,Flat,6,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,2,Ordinary HH,26.49132802547771,27.36923190022331,01,120,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Strongly Agree,Disagree,Don't know,Strongly Agree,Strongly Disagree,Strongly Agree,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,3,Ordinary HH,26.49132802547771,27.36923190022331,01,240,No,No,,,,,,,,No,,No,,No,,No Opinion,Agree,Don't know,Agree,Disagree,Agree,No Opinion,Strongly Agree,Yes,No,Roughly square,,2,,,,Flat,2,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,4,Ordinary HH,277.2759,252.3350488036188,07,40,Yes,Yes,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,LPG stove,No,,No,,No,,Agree,Strongly Agree,No Opinion,Strongly Agree,No Opinion,Agree,Don't know,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,5,Ordinary HH,277.2759,252.3350488036188,01,60,No,No,,,,,,,,No,,No,,No,,Agree,Agree,Don't know,Agree,Disagree,Don't know,Strongly Agree,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,3,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,6,Ordinary HH,277.2759,252.3350488036188,02,120,Yes,Yes,,,,,,,,No,,No,,No,,Disagree,Agree,No Opinion,Don't know,Disagree,Strongly Agree,Agree,Agree,Yes,Yes,Roughly square,,2,,,,Flat,6,2,Yes,Fuel savings,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,7,Ordinary HH,277.2759,252.3350488036188,02,60,Yes,No,,,,,,,,Yes,Did not cook beans in the last 7 days,Yes,Less than half the time,No,,Disagree,Don't know,Agree,Don't know,Don't know,Don't know,Agree,Don't know,Yes,Yes,Roughly rectangular,,,3,2,,Flat,3,0,Yes,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,8,Ordinary HH,277.2759,252.3350488036188,02,120,Yes,Yes,,,,,,,,No,,No,,No,,Disagree,Agree,Strongly Agree,Strongly Disagree,Don't know,Disagree,Don't know,Agree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,9,Ordinary HH,277.2759,252.3350488036188,01,120,No,No,,,,,,,,No,,Yes,Less than half the time,No,,Strongly Agree,Strongly Agree,Don't know,Disagree,Strongly Agree,Disagree,Disagree,Agree,Yes,No,Roughly rectangular,,,3,2,,Flat,3,3,Yes,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,10,Ordinary HH,277.2759,252.3350488036188,02,120,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Don't know,Don't know,Don't know,Strongly Disagree,Don't know,Strongly Agree,Don't know,Yes,No,Roughly rectangular,,,2,2,,Flat,2,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,11,Ordinary HH,277.2759,252.3350488036188,02,60,Yes,No,,,,,,,,Yes,Did not cook beans in the last 7 days,Yes,Never,No,,Don't know,Don't know,Strongly Agree,Don't know,No Opinion,Agree,Strongly Disagree,Don't know,Yes,Yes,Roughly rectangular,,,2,2,,Flat,3,3,Yes,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,12,Ordinary HH,26.49132802547771,27.36923190022331,02,60,Yes,No,,,,,,,,No,,No,,No,,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Don't know,Yes,No,Roughly square,,2,,,,Flat,2,0,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,13,Ordinary HH,277.2759,252.3350488036188,02,300,Yes,No,,,,,,,,Yes,Less than half the time,No,,No,,Agree,Agree,Agree,Disagree,Disagree,No Opinion,Agree,Strongly Agree,Yes,Yes,Roughly square,,4,,,,Flat,5,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,14,Ordinary HH,277.2759,252.3350488036188,02,240,No,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Yes,Never,Yes,More than half the time,No,,Don't know,Agree,Don't know,Disagree,Agree,Don't know,Don't know,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,3,1,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,15,Ordinary HH,277.2759,252.3350488036188,02,180,Yes,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,LPG stove,Traditional/Locally built stove,Traditional/Locally built stove,LPG stove,Yes,About half the time,Yes,Never,No,,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,Yes,Roughly rectangular,,,3,2,,Flat,3,2,No,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,16,Ordinary HH,277.2759,252.3350488036188,02,120,No,No,,,,,,,,No,,No,,No,,Strongly Agree,Agree,Disagree,Disagree,Don't know,Agree,Disagree,Strongly Agree,Yes,No,Roughly square,,2,,,,Flat,3,2,Yes,Fuel savings,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,17,Ordinary HH,277.2759,252.3350488036188,02,180,No,No,,,,,,,,Yes,Never,Yes,About half the time,No,,Don't know,Agree,Don't know,Strongly Disagree,Disagree,Don't know,Disagree,Don't know,Yes,No,Roughly rectangular,,,3,2,,Flat,3,3,Yes,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,283,Urban,19,Ordinary HH,277.2759,252.3350488036188,02,180,Yes,No,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Traditional/Locally built stove,Yes,Did not cook beans in the last 7 days,Yes,Less than half the time,Yes,Never,Agree,Strongly Disagree,Agree,Strongly Disagree,Don't know,Don't know,Disagree,Don't know,Yes,Yes,Roughly rectangular,,,2,2,,Flat,3,2,No,Price,,,,,,,,,,,, 
Eastern Province,Kayonza,284,Rural,1,Ordinary HH,485.9250000000001,438.5245622817083,01,180,No,,,,,,,,,No,,Yes,More than half the time,No,,Don't know,Agree,Don't know,Disagree,Agree,Disagree,Don't know,Don't know,Yes,No,Roughly rectangular,,,4,3,,Flat,3,2,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,284,Rural,2,Ordinary HH,504.9064453125001,483.9123901710757,02,120,No,,,,,,,,,No,,Yes,Always,No,,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Strongly Disagree,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,284,Rural,3,Ordinary HH,485.9250000000001,438.5245622817083,02,240,No,,,,,,,,,Yes,Never,Yes,More than half the time,No,,Don't know,Agree,Don't know,Disagree,Agree,Don't know,Don't know,Don't know,Yes,No,"Other, estimate the area in meters",2,,,,,None of the above,3,0,No,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,284,Rural,4,Ordinary HH,485.9250000000001,438.5245622817083,01,180,No,,,,,,,,,No,,Yes,More than half the time,No,,Don't know,Agree,Don't know,Strongly Disagree,Disagree,Don't know,Don't know,Don't know,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,284,Rural,5,Ordinary HH,504.9064453125001,483.9123901710757,01,120,No,,,,,,,,,No,,No,,No,,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Strongly Disagree,Don't know,No,No,"Other, estimate the area in meters",4,,,,,Roughly conical,4,0,Yes,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,284,Rural,6,Ordinary HH,504.9064453125001,483.9123901710757,02,240,Yes,,Traditional/Locally built stove,3-Stones/Open fire stove,3-Stones/Open fire stove,Traditional/Locally built stove,3-Stones/Open fire stove,Traditional/Locally built stove,3-Stones/Open fire stove,No,,No,,No,,Strongly Agree,Agree,No Opinion,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
Eastern Province,Kayonza,284,Rural,7,Ordinary HH,485.9250000000001,438.5245622817083,01,60,No,,,,,,,,,Yes,Never,Yes,Less than half the time,Yes,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,No,,,,,,,,,,,,Fuel used,,,,,,,,,,,, 
