PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,K1A,K1B,K1C,K1D,K2A,K2B,K2C,K2D,K3A,K3B,K3C,K3D,K4A,K4B,K4C,K4D,K5A,K5B,K5C,K5D,K6A,K6B,K6C,K6D,K7A,K7B,K7C,K7D,K8A,K8B,K8C,K8D,K9A,K9B,K9C,K9D,L1A,L2A,L3A,L4A_1,L4A_2,L4A_3,L4A_4,L4A_5,L5A,L6A,L7A,L8A,L9A,L1B,L2B,L3B,L4B_1,L4B_2,L4B_3,L4B_4,L4B_5,L5B,L6B,L7B,L8B,L9B,L1C,L2C,L3C,L4C_1,L4C_2,L4C_3,L4C_4,L4C_5,L5C,L6C,L7C,L8C,L9C,L1D,L2D,L3D,L4D_1,L4D_2,L4D_3,L4D_4,L4D_5,L5D,L6D,L7D,L8D,L9D,L1E,L2E,L3E,L4E_1,L4E_2,L4E_3,L4E_4,L4E_5,L5E,L6E,L7E,L8E,L9E
Western Province,Karongi,143,Rural,4,Ordinary HH,2033.974527472527,2222.951840349937,,,,,95,0,90,,20,0,20,,0,0,30,,480,0,480,,0,0,0,,0,0,0,,0,0,60,,0,0,0,,0,,0,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,143,Rural,5,Ordinary HH,544.3872999999999,535.0664344072277,,,,,160,80,0,,10,0,10,,0,30,30,,420,0,0,,180,0,0,,0,0,0,,60,120,60,,60,120,60,,2,2,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0
Western Province,Karongi,143,Rural,6,Ordinary HH,544.3872999999999,535.0664344072277,,,,,70,0,70,0,30,0,30,0,30,0,30,0,480,0,480,0,0,0,0,0,0,0,0,0,60,0,120,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,143,Rural,7,Ordinary HH,2033.974527472527,2222.951840349937,,,,,125,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,143,Rural,8,Ordinary HH,2033.974527472527,2222.951840349937,,,,,120,,0,,60,,60,,0,,30,,30,,0,,60,,420,,30,,30,,60,,60,,60,,60,,1,0,0,,,,,,1,1,1,0,0,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,143,Rural,9,Ordinary HH,2033.974527472527,2222.951840349937,,,,,30,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,1,1,0,,,,,,1,1,1,0,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,1,,,,,,,,,,,,,
Western Province,Karongi,143,Rural,10,Ordinary HH,2033.974527472527,2222.951840349937,,,,,,0,0,0,,60,60,60,,120,120,120,,0,300,0,,0,180,60,,60,30,60,,0,0,0,,0,0,0,,,,,,,,,,,,,,1,1,0,,,,,,1,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,143,Rural,11,Ordinary HH,2033.974527472527,2222.951840349937,,,,,122,0,0,0,30,30,30,30,30,0,30,0,0,0,360,0,120,60,120,60,120,30,120,30,120,0,120,0,0,0,420,0,0,,0,,,,,,0,0,0,,1,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0
Western Province,Karongi,143,Rural,12,Ordinary HH,2033.974527472527,2222.951840349937,,,,,130,0,0,,0,0,0,,0,0,0,,0,0,420,,60,60,120,,120,0,0,,60,60,360,,0,0,0,,1,1,1,1,1,1,1,1,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,143,Rural,13,Ordinary HH,544.3872999999999,535.0664344072277,,,,,120,60,0,,60,30,20,,60,0,0,,0,0,540,,0,0,0,,180,30,300,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,143,Rural,14,Ordinary HH,2033.974527472527,2222.951840349937,,,,,120,,0,,25,,0,,0,,0,,0,,0,,0,,0,,30,,0,,0,,0,,0,,0,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,143,Rural,15,Ordinary HH,2033.974527472527,2222.951840349937,,,,,120,,0,,0,,0,,0,,0,,0,,0,,60,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,143,Rural,16,Ordinary HH,2033.974527472527,2222.951840349937,,,,,120,,,,30,,,,0,,,,0,,,,60,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Western Province,Karongi,143,Rural,17,Ordinary HH,2033.974527472527,2222.951840349937,,,,,120,0,0,,30,0,20,,0,0,0,,0,0,300,,60,60,120,,0,30,0,,0,0,0,,0,0,0,,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,143,Rural,18,Ordinary HH,2033.974527472527,2222.951840349937,,,,,120,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,40,60,120,60,0,30,30,45,0,0,0,0,0,60,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,144,Rural,1,HH Surrounding Camp,68.90636000000001,65.2945730256906,,,,,90,,60,0,120,,40,60,60,,0,0,360,,360,0,30,,180,360,60,,30,40,40,,45,0,30,,30,60,2,1,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,1,0,0,,,,,,,,,,,,,
Western Province,Karongi,144,Rural,2,HH Surrounding Camp,85.58895242105264,79.82954773336881,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,144,Rural,3,HH Surrounding Camp,68.90636000000001,65.2945730256906,,,,,180,0,0,,120,0,60,,60,0,0,,660,0,660,,80,60,120,,0,60,0,,30,0,30,,120,60,60,,0,,0,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,,0
Western Province,Karongi,144,Rural,4,HH Surrounding Camp,85.58895242105264,79.82954773336881,,,,,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Western Province,Karongi,144,Rural,5,HH Surrounding Camp,68.90636000000001,65.2945730256906,,,,,30,,,,0,,,,0,,,,300,,,,240,,,,180,,,,0,,,,0,,,,0,,0,,,,,,2,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,144,Rural,6,HH Surrounding Camp,68.90636000000001,65.2945730256906,,,,,120,60,0,0,60,30,60,0,0,60,0,0,360,0,720,0,120,60,180,60,0,30,0,60,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,1,0,1,0,0,0,0,0,0,,0
Western Province,Karongi,144,Rural,7,HH Surrounding Camp,85.58895242105264,79.82954773336881,,,,,120,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Western Province,Karongi,144,Rural,8,HH Surrounding Camp,85.58895242105264,79.82954773336881,,,,,120,,0,0,80,,30,0,0,,0,0,0,,0,0,60,,120,60,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,1,0,1,0,0,0,0,0,0,,0
Western Province,Karongi,144,Rural,9,HH Surrounding Camp,85.58895242105264,79.82954773336881,,,,,120,0,120,,100,30,60,,0,0,0,,0,0,0,,60,60,120,,0,0,0,,0,0,0,,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Western Province,Karongi,144,Rural,10,HH Surrounding Camp,68.90636000000001,65.2945730256906,,,,,125,0,0,0,60,0,20,0,60,0,20,0,720,0,720,0,60,0,120,120,60,60,60,30,45,0,45,0,30,120,60,120,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,144,Rural,11,HH Surrounding Camp,68.90636000000001,65.2945730256906,,,,,0,0,0,,420,0,0,,0,0,0,,0,0,0,,0,60,0,,0,60,60,,0,0,0,,0,0,0,,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,144,Rural,12,HH Surrounding Camp,68.90636000000001,65.2945730256906,,,,,120,0,,,540,0,,,0,0,,,540,0,,,120,60,,,0,60,,,0,0,,,0,0,,,0,,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Western Province,Karongi,144,Rural,13,HH Surrounding Camp,85.58895242105264,79.82954773336881,,,,,60,0,0,0,30,0,10,0,0,0,0,0,360,0,360,0,180,240,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,144,Rural,14,HH Surrounding Camp,68.90636000000001,65.2945730256906,,,,,120,0,0,0,240,0,0,0,0,0,0,0,0,0,420,0,0,0,120,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,144,Rural,15,HH Surrounding Camp,68.90636000000001,65.2945730256906,,,,,180,0,0,0,120,30,60,0,0,0,0,0,0,0,300,0,60,60,120,0,0,30,0,0,30,0,30,0,120,60,180,0,0,,0,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0
Western Province,Karongi,144,Rural,16,HH Surrounding Camp,85.58895242105264,79.82954773336881,,,,,120,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,144,Rural,17,HH Surrounding Camp,85.58895242105264,79.82954773336881,,,,,120,0,,,60,30,,,0,0,,,0,0,,,60,60,,,0,0,,,0,0,,,0,0,,,1,1,1,1,0,0,0,0,0,0,0,,1,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Western Province,Karongi,144,Rural,18,HH Surrounding Camp,85.58895242105264,79.82954773336881,,,,,120,,120,,60,,60,,0,,0,,0,,0,,60,,120,,0,,0,,0,,0,,0,,0,,1,1,1,1,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Western Province,Karongi,145,Rural,1,Ordinary HH,1774.622,1691.311229277181,,,,,180,60,0,0,60,0,20,0,120,0,0,0,0,0,0,0,60,45,25,60,0,30,0,300,0,0,0,0,0,0,300,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Western Province,Karongi,145,Rural,2,Ordinary HH,1774.622,1691.311229277181,,,,,120,,0,0,30,,25,0,0,,0,0,0,,0,0,30,,60,60,0,,0,50,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,3,Ordinary HH,1774.622,1691.311229277181,,,,,160,60,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,60,0,60,0,30,0,60,0,0,0,0,0,0,0,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,4,Ordinary HH,697.684052419355,733.0021430388856,,,,,125,,,,0,,,,0,,,,120,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,5,Ordinary HH,1774.622,1691.311229277181,,,,,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,,,,0,1,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,6,Ordinary HH,697.684052419355,733.0021430388856,,,,,82,,0,0,30,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Western Province,Karongi,145,Rural,7,Ordinary HH,1774.622,1691.311229277181,,,,,90,,,,0,,,,0,,,,240,,,,0,,,,0,,,,0,,,,0,,,,1,0,0,,,,,,1,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,8,Ordinary HH,697.684052419355,733.0021430388856,,,,,70,70,0,,0,0,0,,0,0,0,,480,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,9,Ordinary HH,1774.622,1691.311229277181,,,,,80,,,0,30,,,0,40,,,0,480,,,0,0,,,60,0,,,0,0,,,0,0,,,0,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,10,Ordinary HH,1774.622,1691.311229277181,,,,,180,0,0,0,120,0,0,0,0,30,0,30,420,0,540,0,0,0,120,0,0,30,0,30,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0
Western Province,Karongi,145,Rural,11,Ordinary HH,697.684052419355,733.0021430388856,,,,,,,120,,,,0,,,,0,,,,480,,,,180,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,12,Ordinary HH,1774.622,1691.311229277181,,,,,120,0,0,0,540,0,0,0,60,0,0,0,0,300,720,0,120,60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,13,Ordinary HH,697.684052419355,733.0021430388856,,,,,180,,0,0,0,,0,0,0,,0,0,0,,360,0,60,,120,0,0,,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,0,0,1,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Western Province,Karongi,145,Rural,14,Ordinary HH,1774.622,1691.311229277181,,,,,180,,0,,0,,0,,0,,0,,360,,420,,60,,120,,0,,0,,30,,45,,60,,180,,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,1,0,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,15,Ordinary HH,697.684052419355,733.0021430388856,,,,,180,120,0,,0,0,0,,0,0,0,,0,0,0,,60,30,120,,0,60,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,1,0,,,,,,,,0,0,1,0,1,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,16,Ordinary HH,697.684052419355,733.0021430388856,,,,,180,,0,,0,,0,,0,,0,,0,,0,,30,,60,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,1,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,17,Ordinary HH,1774.622,1691.311229277181,,,,,120,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,145,Rural,18,Ordinary HH,697.684052419355,733.0021430388856,,,,,120,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,60,1,0,1,0,1,0,0,0,0,0,0,,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,1,Ordinary HH,19.61083018867924,19.21372585000431,,,,,,,60,,,,0,,,,0,,,,0,,,,180,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,2,Ordinary HH,19.61083018867924,19.21372585000431,,,,,90,,90,0,30,,0,0,0,,0,0,360,,360,180,30,,0,120,0,,0,60,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,3,Ordinary HH,19.61083018867924,19.21372585000431,,,,,30,,90,30,0,,0,60,0,,0,0,300,,300,0,30,,0,120,60,,0,60,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,4,Ordinary HH,19.61083018867924,19.21372585000431,,,,,65,70,,,30,60,,,0,30,,,350,0,,,0,60,,,0,300,,,0,0,,,0,0,,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0
Western Province,Karongi,146,Urban,5,Ordinary HH,259.8435,256.0274031269934,,,,,60,0,65,,50,30,0,,0,30,40,,350,300,600,,30,60,120,,0,300,0,,0,0,0,,0,0,0,,0,,0,,,,,,1,1,0,,0,0,,,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0
Western Province,Karongi,146,Urban,6,Ordinary HH,259.8435,256.0274031269934,,,,,10,,0,,0,,0,,0,,0,,0,,0,,30,,60,,0,,0,,0,,60,,30,,40,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,7,Ordinary HH,259.8435,256.0274031269934,,,,,120,,0,0,60,,0,0,60,,0,0,450,,450,0,0,,0,0,0,,0,30,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Western Province,Karongi,146,Urban,8,Ordinary HH,259.8435,256.0274031269934,,,,,155,,0,0,60,,60,60,60,,60,60,600,,0,0,0,,0,0,30,,30,30,60,,60,0,0,,0,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,9,Ordinary HH,19.61083018867924,19.21372585000431,,,,,120,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,60,0,30,0,60,0,60,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Western Province,Karongi,146,Urban,10,Ordinary HH,259.8435,256.0274031269934,,,,,120,,0,0,0,,0,60,0,,0,60,600,,600,0,0,,0,0,60,,60,180,60,,0,0,280,,50,60,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,11,Ordinary HH,259.8435,256.0274031269934,,,,,120,0,0,0,0,60,0,60,0,60,15,60,840,0,0,0,0,0,60,60,240,60,0,30,0,0,40,0,0,0,360,0,0,,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,12,Ordinary HH,259.8435,256.0274031269934,,,,,100,,60,0,60,,30,30,0,,0,60,0,,360,0,60,,120,60,0,,0,60,60,,30,0,60,,180,60,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,13,Ordinary HH,259.8435,256.0274031269934,,,,,60,0,0,,0,0,0,,0,0,10,,630,0,720,,120,0,180,,90,0,360,,0,0,60,,60,240,60,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,14,Ordinary HH,259.8435,256.0274031269934,,,,,120,,120,,0,,0,,0,,0,,0,,450,,120,,120,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,15,Ordinary HH,259.8435,256.0274031269934,,,,,153,,0,,0,,0,,0,,0,,360,,630,,60,,240,,60,,30,,45,,45,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,146,Urban,16,Ordinary HH,259.8435,256.0274031269934,,,,,60,,0,,600,,300,,60,,10,,720,,560,,180,,240,,30,,60,,120,,45,,120,,45,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0
Western Province,Karongi,146,Urban,17,Ordinary HH,19.61083018867924,19.21372585000431,,,,,120,0,60,0,60,60,60,60,0,0,30,0,0,0,660,0,60,60,60,60,0,0,0,120,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
Western Province,Karongi,146,Urban,18,Ordinary HH,259.8435,256.0274031269934,,,,,120,60,60,0,30,0,30,30,0,40,0,0,0,0,420,0,60,60,120,30,180,40,0,300,0,0,0,0,60,60,180,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,
Western Province,Karongi,147,Rural,1,HH Surrounding Camp,58.42856999999999,54.3307447834836,,,,,60,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,147,Rural,2,HH Surrounding Camp,58.42856999999999,54.3307447834836,,,,,30,,,,0,,,,0,,,,420,,,,360,,,,60,,,,45,,,,0,,,,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,147,Rural,3,HH Surrounding Camp,58.42856999999999,54.3307447834836,,,,,30,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Province,Karongi,147,Rural,4,HH Surrounding Camp,58.42856999999999,54.3307447834836,,,,,120,0,0,0,15,0,20,0,0,0,0,0,720,0,720,0,120,240,180,0,0,0,300,0,30,0,30,0,0,0,0,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0
