PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,I01,I17A,I18A,I19A,I17B,I18B,I19B,I17C,I18C,I19C,I17D,I18D,I19D,J01,J02,J03,J03_OTHER,J04,J05,J06,J06_OTHER
Southern Province,Gisagara,64,Rural,2,HH Surrounding Camp,72.75357836065574,65.06711909665454,01,90,Weekly,120,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,64,Rural,3,HH Surrounding Camp,72.75357836065574,65.06711909665454,02,200,Weekly,15,,,,180,Weekly,10,0,,,No,,, ,No,,, 
Southern Province,Gisagara,64,Rural,4,HH Surrounding Camp,72.75357836065574,65.06711909665454,02,240,Daily,30,240,Weekly,45,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,64,Rural,5,HH Surrounding Camp,54.92535,53.80802048772765,02,60,Daily,40,40,Daily,0,40,Daily,30,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,64,Rural,6,HH Surrounding Camp,72.75357836065574,65.06711909665454,01,60,Daily,40,0,,,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,64,Rural,7,HH Surrounding Camp,72.75357836065574,65.06711909665454,01,0,,,,,,0,,,120,Daily,0,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,64,Rural,8,HH Surrounding Camp,72.75357836065574,65.06711909665454,01,240,Daily,30,0,,,,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,64,Rural,9,HH Surrounding Camp,72.75357836065574,65.06711909665454,01,0,,,,,,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,64,Rural,10,HH Surrounding Camp,72.75357836065574,65.06711909665454,02,300,Daily,30,0,,,180,Weekly,45,0,,,No,,, ,No,,, 
Southern Province,Gisagara,64,Rural,11,HH Surrounding Camp,54.92535,53.80802048772765,02,240,Weekly,20,0,,,180,Weekly,20,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,64,Rural,12,HH Surrounding Camp,72.75357836065574,65.06711909665454,02,180,Daily,45,,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,64,Rural,13,HH Surrounding Camp,54.92535,53.80802048772765,01,240,Weekly,20,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,64,Rural,14,HH Surrounding Camp,54.92535,53.80802048772765,01,180,Daily,30,0,,,90,Daily,60,,,,No,,, ,No,,, 
Southern Province,Gisagara,64,Rural,15,HH Surrounding Camp,54.92535,53.80802048772765,01,120,Daily,0,120,Daily,0,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,64,Rural,16,HH Surrounding Camp,54.92535,53.80802048772765,01,150,Daily,100,,,,,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,64,Rural,17,HH Surrounding Camp,54.92535,53.80802048772765,02,0,,,,,,0,,,100,Daily,120,No,,, ,No,,, 
Southern Province,Gisagara,64,Rural,18,HH Surrounding Camp,54.92535,53.80802048772765,02,0,,,,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,65,Rural,1,HH Surrounding Camp,86.02007384615385,79.43040041725672,01,120,Daily,120,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,65,Rural,2,HH Surrounding Camp,86.02007384615385,79.43040041725672,02,60,Daily,30,,,,30,Weekly,20,40,Daily,30,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,65,Rural,3,HH Surrounding Camp,86.02007384615385,79.43040041725672,02,180,Daily,25,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,65,Rural,4,HH Surrounding Camp,86.02007384615385,79.43040041725672,02,15,Weekly,20,,,,10,Weekly,30,0,,,Yes,Separate solid fuel stove,Firewood, ,No,,, 
Southern Province,Gisagara,65,Rural,5,HH Surrounding Camp,86.02007384615385,79.43040041725672,02,60,Daily,30,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,65,Rural,6,HH Surrounding Camp,86.02007384615385,79.43040041725672,02,60,Weekly,30,30,Weekly,60,60,Weekly,60,,,,Yes,Separate solid fuel stove,Firewood, ,No,,, 
Southern Province,Gisagara,65,Rural,7,HH Surrounding Camp,86.02007384615385,79.43040041725672,01,0,,,180,Daily,0,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,65,Rural,8,HH Surrounding Camp,86.02007384615385,79.43040041725672,01,0,,,90,Weekly,0,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,65,Rural,9,HH Surrounding Camp,86.02007384615385,79.43040041725672,02,240,Daily,120,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,65,Rural,10,HH Surrounding Camp,14.71396,15.3078638308608,01,0,,,,,,,,,,,,Yes,Separate solid fuel stove,Firewood, ,No,,, 
Southern Province,Gisagara,65,Rural,11,HH Surrounding Camp,14.71396,15.3078638308608,02,180,Weekly,0,,,,120,Weekly,0,0,,,No,,, ,No,,, 
Southern Province,Gisagara,65,Rural,12,HH Surrounding Camp,14.71396,15.3078638308608,03,20,Weekly,10,0,,,30,Weekly,20,,,,Yes,Separate solid fuel stove,Firewood, ,No,,, 
Southern Province,Gisagara,65,Rural,13,HH Surrounding Camp,14.71396,15.3078638308608,01,0,,,120,Weekly,0,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,65,Rural,14,HH Surrounding Camp,14.71396,15.3078638308608,01,90,Daily,0,60,Daily,0,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,65,Rural,15,HH Surrounding Camp,14.71396,15.3078638308608,01,180,Weekly,30,0,,,30,Weekly,13,0,,,No,,, ,No,,, 
Southern Province,Gisagara,65,Rural,16,HH Surrounding Camp,14.71396,15.3078638308608,01,30,Daily,30,30,Daily,30,30,Daily,30,,,,Yes,Separate solid fuel stove,Firewood, ,No,,, 
Southern Province,Gisagara,65,Rural,17,HH Surrounding Camp,14.71396,15.3078638308608,02,100,Daily,60,0,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,65,Rural,18,HH Surrounding Camp,14.71396,15.3078638308608,01,0,,,,,,10,Bi-weekly,30,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,66,Rural,1,HH Surrounding Camp,121.1314,135.179524708846,02,120,Weekly,120,,,,60,Weekly,60,,,,Yes,Separate solid fuel stove,Firewood, ,No,,, 
Southern Province,Gisagara,66,Rural,2,HH Surrounding Camp,36.89001727272727,32.53802180155043,01,480,Weekly,10,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,3,HH Surrounding Camp,36.89001727272727,32.53802180155043,01,90,Daily,0,0,,,60,Weekly,0,0,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,4,HH Surrounding Camp,36.89001727272727,32.53802180155043,01,60,Weekly,45,,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,5,HH Surrounding Camp,36.89001727272727,32.53802180155043,01,60,Weekly,30,,,,,,,,,,Yes,Separate solid fuel stove,Firewood, ,No,,, 
Southern Province,Gisagara,66,Rural,6,HH Surrounding Camp,36.89001727272727,32.53802180155043,01,60,Weekly,0,0,,,60,Weekly,0,,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,7,HH Surrounding Camp,121.1314,135.179524708846,01,,,,,,,180,Daily,120,,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,8,HH Surrounding Camp,36.89001727272727,32.53802180155043,02,60,Weekly,30,,,,60,Weekly,20,60,Weekly,60,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,9,HH Surrounding Camp,36.89001727272727,32.53802180155043,02,30,Daily,30,300,Weekly,0,480,Daily,60,,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,10,HH Surrounding Camp,121.1314,135.179524708846,02,180,Daily,20,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,11,HH Surrounding Camp,121.1314,135.179524708846,02,180,Daily,20,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,12,HH Surrounding Camp,121.1314,135.179524708846,01,180,Daily,120,0,,,60,Bi-weekly,60,0,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,13,HH Surrounding Camp,36.89001727272727,32.53802180155043,02,0,,,240,Weekly,0,0,,,240,Weekly,0,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,66,Rural,14,HH Surrounding Camp,121.1314,135.179524708846,02,180,Bi-weekly,45,0,,,160,Weekly,120,,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,15,HH Surrounding Camp,121.1314,135.179524708846,02,180,Weekly,0,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,66,Rural,16,HH Surrounding Camp,121.1314,135.179524708846,01,,,,,,,180,Weekly,120,,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,17,HH Surrounding Camp,121.1314,135.179524708846,02,120,Daily,60,,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,66,Rural,18,HH Surrounding Camp,121.1314,135.179524708846,02,0,,,,,,240,Weekly,30,,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,1,HH Surrounding Camp,32.74964,31.41404563788399,02,120,Daily,120,120,Bi-weekly,120,60,Bi-weekly,120,120,Bi-weekly,120,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,2,HH Surrounding Camp,105.2169285106383,107.779062775186,01,150,Daily,60,,,,200,Bi-weekly,120,,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,3,HH Surrounding Camp,105.2169285106383,107.779062775186,01,60,Daily,60,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,4,HH Surrounding Camp,105.2169285106383,107.779062775186,01,120,Daily,60,,,,60,Weekly,0,,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,5,HH Surrounding Camp,105.2169285106383,107.779062775186,02,60,Daily,90,0,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,6,HH Surrounding Camp,105.2169285106383,107.779062775186,01,60,Daily,60,0,,,90,Daily,0,0,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,7,HH Surrounding Camp,32.74964,31.41404563788399,02,120,Daily,120,60,Bi-weekly,120,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,8,HH Surrounding Camp,105.2169285106383,107.779062775186,02,60,Daily,10,,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,9,HH Surrounding Camp,105.2169285106383,107.779062775186,01,60,Weekly,10,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,10,HH Surrounding Camp,32.74964,31.41404563788399,02,180,Daily,45,0,,,0,,,120,Bi-weekly,120,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,11,HH Surrounding Camp,32.74964,31.41404563788399,01,60,Daily,10,,,,60,Monthly,0,0,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,12,HH Surrounding Camp,105.2169285106383,107.779062775186,01,60,Daily,60,0,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,13,HH Surrounding Camp,32.74964,31.41404563788399,01,120,Daily,10,0,,,,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,14,HH Surrounding Camp,105.2169285106383,107.779062775186,01,60,Daily,60,,,,60,Weekly,0,0,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,15,HH Surrounding Camp,32.74964,31.41404563788399,01,90,Daily,10,0,,,60,Daily,10,0,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,16,HH Surrounding Camp,32.74964,31.41404563788399,01,180,Daily,120,,,,120,Bi-weekly,120,,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,17,HH Surrounding Camp,32.74964,31.41404563788399,01,120,Daily,60,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,67,Rural,18,HH Surrounding Camp,32.74964,31.41404563788399,02,180,Daily,10,180,Daily,15,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,1,Ordinary HH,311.598,303.1390446835703,01,120,Daily,120,120,Daily,0,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,2,Ordinary HH,311.598,303.1390446835703,02,200,Daily,10,,,,250,Weekly,0,180,Weekly,0,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,3,Ordinary HH,1533.26,1547.748814867902,01,240,Weekly,60,0,,,120,Weekly,60,,,,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,4,Ordinary HH,1533.26,1547.748814867902,02,120,Weekly,45,0,,,60,Weekly,0,,,,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,5,Ordinary HH,1533.26,1547.748814867902,01,,,,0,,,120,Daily,120,0,,,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,6,Ordinary HH,311.598,303.1390446835703,01,0,,,480,Weekly,10,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,7,Ordinary HH,1533.26,1547.748814867902,01,120,Daily,60,0,,,120,Daily,60,,,,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,8,Ordinary HH,311.598,303.1390446835703,01,60,Daily,10,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,68,Rural,9,Ordinary HH,1533.26,1547.748814867902,01,180,Daily,10,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,10,Ordinary HH,1533.26,1547.748814867902,01,180,Weekly,60,0,,,180,Daily,60,0,,,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,11,Ordinary HH,1533.26,1547.748814867902,02,0,,,,,,60,Weekly,60,30,Weekly,30,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,68,Rural,12,Ordinary HH,1533.26,1547.748814867902,02,60,Daily,30,,,,30,Daily,60,60,Daily,60,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,68,Rural,13,Ordinary HH,1533.26,1547.748814867902,01,15,Daily,5,,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,14,Ordinary HH,1533.26,1547.748814867902,02,180,Weekly,60,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,68,Rural,15,Ordinary HH,1533.26,1547.748814867902,02,60,Daily,0,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,68,Rural,16,Ordinary HH,1533.26,1547.748814867902,02,0,,,0,,,180,Weekly,0,,,,No,,, ,No,,, 
Southern Province,Gisagara,68,Rural,17,Ordinary HH,1533.26,1547.748814867902,03,0,,,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,68,Rural,18,Ordinary HH,1533.26,1547.748814867902,01,60,Daily,60,0,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,69,Rural,1,HH Surrounding Camp,123.8083379464286,118.9621866408204,01,60,Daily,10,,,,50,Daily,0,120,Weekly,0,No,,, ,No,,, 
Southern Province,Gisagara,69,Rural,2,HH Surrounding Camp,123.8083379464286,118.9621866408204,01,0,,,,,,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,69,Rural,3,HH Surrounding Camp,123.8083379464286,118.9621866408204,01,300,Weekly,15,0,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,69,Rural,4,HH Surrounding Camp,123.8083379464286,118.9621866408204,01,180,Weekly,10,0,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,69,Rural,5,HH Surrounding Camp,123.8083379464286,118.9621866408204,02,240,Daily,60,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,69,Rural,6,HH Surrounding Camp,123.8083379464286,118.9621866408204,01,0,,,,,,,,,60,Daily,0,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,69,Rural,7,HH Surrounding Camp,36.73253999999999,38.76782287070979,01,,,,,,,5,Weekly,0,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,69,Rural,8,HH Surrounding Camp,123.8083379464286,118.9621866408204,04,90,Weekly,20,0,,,120,Weekly,0,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,69,Rural,9,HH Surrounding Camp,36.73253999999999,38.76782287070979,01,180,Daily,30,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,69,Rural,10,HH Surrounding Camp,36.73253999999999,38.76782287070979,03,180,Weekly,60,,,,120,Weekly,0,,,,No,,, ,No,,, 
Southern Province,Gisagara,69,Rural,11,HH Surrounding Camp,123.8083379464286,118.9621866408204,02,0,,,,,,60,Weekly,20,60,Weekly,60,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,69,Rural,12,HH Surrounding Camp,36.73253999999999,38.76782287070979,02,60,Weekly,30,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,69,Rural,13,HH Surrounding Camp,36.73253999999999,38.76782287070979,01,,,,,,,360,Weekly,20,,,,No,,, ,No,,, 
Southern Province,Gisagara,69,Rural,14,HH Surrounding Camp,36.73253999999999,38.76782287070979,02,60,Daily,90,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,69,Rural,15,HH Surrounding Camp,36.73253999999999,38.76782287070979,01,300,Weekly,45,,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,69,Rural,16,HH Surrounding Camp,36.73253999999999,38.76782287070979,01,240,Daily,8,30,Daily,0,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,69,Rural,17,HH Surrounding Camp,36.73253999999999,38.76782287070979,01,180,Weekly,120,0,,,,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,69,Rural,18,HH Surrounding Camp,36.73253999999999,38.76782287070979,02,200,Bi-weekly,30,180,Bi-weekly,120,,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,70,Rural,1,HH Surrounding Camp,80.09887174193548,76.6356138654895,02,180,Weekly,0,180,Weekly,0,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,70,Rural,2,HH Surrounding Camp,80.09887174193548,76.6356138654895,01,180,Weekly,30,,,,60,Weekly,32,0,,,No,,, ,No,,, 
Southern Province,Gisagara,70,Rural,3,HH Surrounding Camp,80.09887174193548,76.6356138654895,01,120,Weekly,20,0,,,90,Weekly,15,0,,,No,,, ,No,,, 
Southern Province,Gisagara,70,Rural,4,HH Surrounding Camp,80.09887174193548,76.6356138654895,01,180,Weekly,20,,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,70,Rural,5,HH Surrounding Camp,80.09887174193548,76.6356138654895,01,120,Weekly,60,,,,120,Weekly,120,0,,,No,,, ,No,,, 
Southern Province,Gisagara,70,Rural,6,HH Surrounding Camp,80.09887174193548,76.6356138654895,01,0,,,,,,300,Daily,60,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,70,Rural,7,HH Surrounding Camp,80.09887174193548,76.6356138654895,01,60,Weekly,30,60,Weekly,30,,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,70,Rural,8,HH Surrounding Camp,80.09887174193548,76.6356138654895,01,0,,,300,Weekly,0,120,Weekly,60,0,,,No,,, ,No,,, 
Southern Province,Gisagara,70,Rural,9,HH Surrounding Camp,46.32584,48.78117347041157,01,,,,,,,40,Weekly,30,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,70,Rural,10,HH Surrounding Camp,46.32584,48.78117347041157,01,300,Bi-weekly,90,0,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,70,Rural,11,HH Surrounding Camp,80.09887174193548,76.6356138654895,01,350,Daily,120,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,70,Rural,12,HH Surrounding Camp,46.32584,48.78117347041157,02,130,Daily,30,0,,,100,Daily,120,,,,No,,, ,No,,, 
Southern Province,Gisagara,70,Rural,13,HH Surrounding Camp,80.09887174193548,76.6356138654895,02,180,Weekly,15,0,,,60,Weekly,10,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,70,Rural,14,HH Surrounding Camp,46.32584,48.78117347041157,02,60,Daily,30,0,,,40,Daily,0,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,70,Rural,15,HH Surrounding Camp,46.32584,48.78117347041157,02,160,Daily,45,0,,,120,Daily,80,,,,No,,, ,No,,, 
Southern Province,Gisagara,70,Rural,16,HH Surrounding Camp,46.32584,48.78117347041157,02,60,Daily,0,,,,90,Weekly,60,,,,No,,, ,No,,, 
Southern Province,Gisagara,70,Rural,17,HH Surrounding Camp,46.32584,48.78117347041157,02,150,Weekly,60,,,,120,Weekly,45,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,70,Rural,18,HH Surrounding Camp,46.32584,48.78117347041157,01,240,Weekly,30,180,Weekly,40,120,Weekly,30,,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,1,Ordinary HH,1344.709408219178,1181.124007980241,02,0,,,,,,180,Weekly,15,,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,2,Ordinary HH,1344.709408219178,1181.124007980241,02,30,Weekly,20,,,,0,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,71,Rural,3,Ordinary HH,1344.709408219178,1181.124007980241,02,60,Weekly,30,,,,,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,71,Rural,4,Ordinary HH,1344.709408219178,1181.124007980241,01,30,Weekly,60,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,5,Ordinary HH,1344.709408219178,1181.124007980241,02,60,Weekly,30,0,,,,,,,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,71,Rural,6,Ordinary HH,1344.709408219178,1181.124007980241,01,120,Daily,120,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,7,Ordinary HH,1344.709408219178,1181.124007980241,02,150,Daily,120,,,,150,Daily,120,,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,8,Ordinary HH,900.5852000000001,863.6739131749885,01,20,Daily,30,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,9,Ordinary HH,1344.709408219178,1181.124007980241,01,60,Weekly,45,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,10,Ordinary HH,900.5852000000001,863.6739131749885,01,0,,,300,Monthly,0,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,11,Ordinary HH,900.5852000000001,863.6739131749885,01,120,Daily,15,,,,30,Daily,25,0,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,12,Ordinary HH,900.5852000000001,863.6739131749885,01,120,Weekly,60,0,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,13,Ordinary HH,900.5852000000001,863.6739131749885,01,15,Weekly,10,,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,14,Ordinary HH,900.5852000000001,863.6739131749885,01,10,Weekly,0,,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,71,Rural,15,Ordinary HH,900.5852000000001,863.6739131749885,02,0,,,0,,,0,,,0,,,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,71,Rural,16,Ordinary HH,900.5852000000001,863.6739131749885,02,60,Daily,25,60,Daily,10,0,,,50,Daily,0,Yes,Same solid fuel stove used for cooking,, ,No,,, 
Southern Province,Gisagara,71,Rural,17,Ordinary HH,1344.709408219178,1181.124007980241,02,60,Daily,10,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,71,Rural,18,Ordinary HH,900.5852000000001,863.6739131749885,02,120,Weekly,15,,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,1,Refugee HH,,,01,15,Monthly,0,,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,2,Refugee HH,,,01,10,Monthly,0,,,,0,,,15,Weekly,0,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,3,Refugee HH,,,01,10,Monthly,0,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,4,Refugee HH,,,01,15,Monthly,0,0,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,5,Refugee HH,,,01,10,Daily,5,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,6,Refugee HH,,,02,15,Monthly,0,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,7,Refugee HH,,,01,15,Monthly,0,15,Weekly,0,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,8,Refugee HH,,,01,20,Monthly,0,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,9,Refugee HH,,,01,15,Monthly,0,,,,,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,10,Refugee HH,,,01,0,,,0,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,11,Refugee HH,,,02,0,,,0,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,12,Refugee HH,,,01,0,,,0,,,,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,13,Refugee HH,,,01,0,,,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,14,Refugee HH,,,01,0,,,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,15,Refugee HH,,,05,0,,,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,16,Refugee HH,,,01,0,,,,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,17,Refugee HH,,,01,0,,,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,72,Rural,18,Refugee HH,,,01,0,,,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,73,Rural,1,Refugee HH,,,01,30,Monthly,15,,,,,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,73,Rural,2,Refugee HH,,,01,20,Monthly,15,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,73,Rural,3,Refugee HH,,,01,,,,,,,20,Monthly,15,,,,No,,, ,No,,, 
Southern Province,Gisagara,73,Rural,4,Refugee HH,,,02,20,Monthly,15,0,,,0,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,73,Rural,5,Refugee HH,,,01,20,Monthly,15,0,,,0,,,,,,No,,, ,No,,, 
Southern Province,Gisagara,73,Rural,6,Refugee HH,,,01,20,Monthly,0,0,,,,,,0,,,No,,, ,No,,, 
Southern Province,Gisagara,73,Rural,7,Refugee HH,,,01,20,Monthly,5,0,,,0,,,0,,,No,,, ,No,,, 
