PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,F11,F12,F13,F14,F15,F16
Kigali City,Gasabo,12,Rural,14,Ordinary HH,73.16421861233481,78.23429284063168,Kerosene,No,,,,
Kigali City,Gasabo,12,Rural,14,Ordinary HH,73.16421861233481,78.23429284063168,Biogas,No,,,,
Kigali City,Gasabo,12,Rural,14,Ordinary HH,73.16421861233481,78.23429284063168,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,12,Rural,14,Ordinary HH,73.16421861233481,78.23429284063168,Gasoline,No,,,,
Kigali City,Gasabo,12,Rural,14,Ordinary HH,73.16421861233481,78.23429284063168,Paraffin,No,,,,
Kigali City,Gasabo,12,Rural,15,Ordinary HH,699.2959000000001,713.2734757280056,Kerosene,No,,,,
Kigali City,Gasabo,12,Rural,15,Ordinary HH,699.2959000000001,713.2734757280056,Diesel,No,,,,
Kigali City,Gasabo,12,Rural,15,Ordinary HH,699.2959000000001,713.2734757280056,Paraffin,No,,,,
Kigali City,Gasabo,12,Rural,15,Ordinary HH,699.2959000000001,713.2734757280056,Candle,No,,,,
Kigali City,Gasabo,12,Rural,15,Ordinary HH,699.2959000000001,713.2734757280056,Biogas,No,,,,
Kigali City,Gasabo,12,Rural,15,Ordinary HH,699.2959000000001,713.2734757280056,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,12,Rural,16,Ordinary HH,699.2959000000001,713.2734757280056,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,12,Rural,16,Ordinary HH,699.2959000000001,713.2734757280056,Diesel,No,,,,
Kigali City,Gasabo,12,Rural,16,Ordinary HH,699.2959000000001,713.2734757280056,Kerosene,No,,,,
Kigali City,Gasabo,12,Rural,16,Ordinary HH,699.2959000000001,713.2734757280056,Candle,No,,,,
Kigali City,Gasabo,12,Rural,16,Ordinary HH,699.2959000000001,713.2734757280056,Biogas,No,,,,
Kigali City,Gasabo,12,Rural,16,Ordinary HH,699.2959000000001,713.2734757280056,Gasoline,No,,,,
Kigali City,Gasabo,12,Rural,17,Ordinary HH,699.2959000000001,713.2734757280056,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,12,Rural,17,Ordinary HH,699.2959000000001,713.2734757280056,Biogas,No,,,,
Kigali City,Gasabo,12,Rural,17,Ordinary HH,699.2959000000001,713.2734757280056,Diesel,No,,,,
Kigali City,Gasabo,12,Rural,17,Ordinary HH,699.2959000000001,713.2734757280056,Gasoline,No,,,,
Kigali City,Gasabo,12,Rural,17,Ordinary HH,699.2959000000001,713.2734757280056,Kerosene,No,,,,
Kigali City,Gasabo,12,Rural,17,Ordinary HH,699.2959000000001,713.2734757280056,Candle,Yes,5,21,500,
Kigali City,Gasabo,12,Rural,18,Ordinary HH,699.2959000000001,713.2734757280056,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,12,Rural,18,Ordinary HH,699.2959000000001,713.2734757280056,Candle,No,,,,
Kigali City,Gasabo,12,Rural,18,Ordinary HH,699.2959000000001,713.2734757280056,Paraffin,No,,,,
Kigali City,Gasabo,12,Rural,18,Ordinary HH,699.2959000000001,713.2734757280056,Gasoline,No,,,,
Kigali City,Gasabo,12,Rural,18,Ordinary HH,699.2959000000001,713.2734757280056,Biogas,No,,,,
Kigali City,Gasabo,12,Rural,18,Ordinary HH,699.2959000000001,713.2734757280056,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,1,Ordinary HH,736.1804,790.5446794848733,Candle,No,,,,
Kigali City,Gasabo,13,Rural,1,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,1,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,1,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,1,Ordinary HH,736.1804,790.5446794848733,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,1,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,2,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,2,Ordinary HH,736.1804,790.5446794848733,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,2,Ordinary HH,736.1804,790.5446794848733,Candle,No,,,,
Kigali City,Gasabo,13,Rural,2,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,2,Ordinary HH,736.1804,790.5446794848733,Diesel,No,,,,
Kigali City,Gasabo,13,Rural,2,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,3,Ordinary HH,736.1804,790.5446794848733,Candle,Yes,2,7,1000,
Kigali City,Gasabo,13,Rural,3,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,3,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,3,Ordinary HH,736.1804,790.5446794848733,Diesel,No,,,,
Kigali City,Gasabo,13,Rural,3,Ordinary HH,736.1804,790.5446794848733,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,3,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,4,Ordinary HH,736.1804,790.5446794848733,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,4,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,4,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,4,Ordinary HH,736.1804,790.5446794848733,Candle,No,,,,
Kigali City,Gasabo,13,Rural,4,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,4,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,5,Ordinary HH,736.1804,790.5446794848733,Candle,No,,,,
Kigali City,Gasabo,13,Rural,5,Ordinary HH,736.1804,790.5446794848733,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,5,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,5,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,5,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,5,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,6,Ordinary HH,13.4902167539267,12.64790073511937,Diesel,No,,,,
Kigali City,Gasabo,13,Rural,6,Ordinary HH,13.4902167539267,12.64790073511937,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,6,Ordinary HH,13.4902167539267,12.64790073511937,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,6,Ordinary HH,13.4902167539267,12.64790073511937,Candle,Yes,6,2,100,
Kigali City,Gasabo,13,Rural,6,Ordinary HH,13.4902167539267,12.64790073511937,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,6,Ordinary HH,13.4902167539267,12.64790073511937,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,7,Ordinary HH,13.4902167539267,12.64790073511937,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,7,Ordinary HH,13.4902167539267,12.64790073511937,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,7,Ordinary HH,13.4902167539267,12.64790073511937,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,7,Ordinary HH,13.4902167539267,12.64790073511937,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,7,Ordinary HH,13.4902167539267,12.64790073511937,Candle,No,,,,
Kigali City,Gasabo,13,Rural,7,Ordinary HH,13.4902167539267,12.64790073511937,Kerosene,Yes,1,30,500,100
Kigali City,Gasabo,13,Rural,8,Ordinary HH,736.1804,790.5446794848733,Diesel,No,,,,
Kigali City,Gasabo,13,Rural,8,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,8,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,8,Ordinary HH,736.1804,790.5446794848733,Candle,Yes,1,14,100,
Kigali City,Gasabo,13,Rural,8,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,8,Ordinary HH,736.1804,790.5446794848733,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,9,Ordinary HH,13.4902167539267,12.64790073511937,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,9,Ordinary HH,13.4902167539267,12.64790073511937,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,9,Ordinary HH,13.4902167539267,12.64790073511937,Candle,No,,,,
Kigali City,Gasabo,13,Rural,9,Ordinary HH,13.4902167539267,12.64790073511937,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,9,Ordinary HH,13.4902167539267,12.64790073511937,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,9,Ordinary HH,13.4902167539267,12.64790073511937,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,10,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,10,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,10,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,10,Ordinary HH,736.1804,790.5446794848733,Diesel,No,,,,
Kigali City,Gasabo,13,Rural,10,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,10,Ordinary HH,736.1804,790.5446794848733,Candle,Yes,1,21,100,
Kigali City,Gasabo,13,Rural,11,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,11,Ordinary HH,736.1804,790.5446794848733,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,11,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,11,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,11,Ordinary HH,736.1804,790.5446794848733,Candle,No,,,,
Kigali City,Gasabo,13,Rural,11,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,12,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,12,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,12,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,12,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,12,Ordinary HH,736.1804,790.5446794848733,Candle,Yes,1,30,100,
Kigali City,Gasabo,13,Rural,12,Ordinary HH,736.1804,790.5446794848733,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,13,Ordinary HH,13.4902167539267,12.64790073511937,Diesel,No,,,,
Kigali City,Gasabo,13,Rural,13,Ordinary HH,13.4902167539267,12.64790073511937,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,13,Ordinary HH,13.4902167539267,12.64790073511937,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,13,Ordinary HH,13.4902167539267,12.64790073511937,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,13,Ordinary HH,13.4902167539267,12.64790073511937,Candle,No,,,,
Kigali City,Gasabo,13,Rural,13,Ordinary HH,13.4902167539267,12.64790073511937,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,14,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,14,Ordinary HH,736.1804,790.5446794848733,Diesel,No,,,,
Kigali City,Gasabo,13,Rural,14,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,14,Ordinary HH,736.1804,790.5446794848733,Candle,No,,,,
Kigali City,Gasabo,13,Rural,14,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,14,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,15,Ordinary HH,736.1804,790.5446794848733,Diesel,No,,,,
Kigali City,Gasabo,13,Rural,15,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,15,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,15,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,15,Ordinary HH,736.1804,790.5446794848733,Candle,Yes,5,14,100,
Kigali City,Gasabo,13,Rural,15,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,16,Ordinary HH,736.1804,790.5446794848733,Diesel,No,,,,
Kigali City,Gasabo,13,Rural,16,Ordinary HH,736.1804,790.5446794848733,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,16,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,16,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,16,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,16,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,17,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,13,Rural,17,Ordinary HH,736.1804,790.5446794848733,Biogas,No,,,,
Kigali City,Gasabo,13,Rural,17,Ordinary HH,736.1804,790.5446794848733,Diesel,No,,,,
Kigali City,Gasabo,13,Rural,17,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,17,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,17,Ordinary HH,736.1804,790.5446794848733,Candle,Yes,3,14,200,
Kigali City,Gasabo,13,Rural,18,Ordinary HH,736.1804,790.5446794848733,Gasoline,No,,,,
Kigali City,Gasabo,13,Rural,18,Ordinary HH,736.1804,790.5446794848733,Kerosene,No,,,,
Kigali City,Gasabo,13,Rural,18,Ordinary HH,736.1804,790.5446794848733,Diesel,No,,,,
Kigali City,Gasabo,13,Rural,18,Ordinary HH,736.1804,790.5446794848733,Paraffin,No,,,,
Kigali City,Gasabo,13,Rural,18,Ordinary HH,736.1804,790.5446794848733,Candle,No,,,,
Kigali City,Gasabo,13,Rural,18,Ordinary HH,736.1804,790.5446794848733,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,1,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,1,Ordinary HH,219.6804,231.3457916231179,Candle,No,,,,
Kigali City,Gasabo,14,Urban,1,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,1,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,1,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,1,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,2,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,2,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,2,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,2,Ordinary HH,219.6804,231.3457916231179,Candle,Yes,2,30,200,
Kigali City,Gasabo,14,Urban,2,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,2,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,3,Ordinary HH,219.6804,231.3457916231179,Candle,No,,,,
Kigali City,Gasabo,14,Urban,3,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,3,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,3,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,3,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,3,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,4,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,4,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,4,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,4,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,4,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,4,Ordinary HH,219.6804,231.3457916231179,Candle,No,,,,
Kigali City,Gasabo,14,Urban,5,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,5,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,5,Ordinary HH,219.6804,231.3457916231179,Candle,No,,,,
Kigali City,Gasabo,14,Urban,5,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,5,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,5,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,6,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,6,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,6,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,6,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,6,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,6,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,7,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,7,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,7,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,7,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,7,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,7,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,8,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,8,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,8,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,8,Ordinary HH,219.6804,231.3457916231179,Candle,Yes,1,21,100,
Kigali City,Gasabo,14,Urban,8,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,8,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,9,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,9,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,9,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,9,Ordinary HH,219.6804,231.3457916231179,Candle,No,,,,
Kigali City,Gasabo,14,Urban,9,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,9,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,10,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,10,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,10,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,10,Ordinary HH,219.6804,231.3457916231179,Candle,No,,,,
Kigali City,Gasabo,14,Urban,10,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,10,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,11,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,11,Ordinary HH,219.6804,231.3457916231179,Candle,No,,,,
Kigali City,Gasabo,14,Urban,11,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,11,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,11,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,11,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,12,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,12,Ordinary HH,219.6804,231.3457916231179,Candle,No,,,,
Kigali City,Gasabo,14,Urban,12,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,12,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,12,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,12,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,13,Ordinary HH,221.3076622222222,225.8310277137533,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,13,Ordinary HH,221.3076622222222,225.8310277137533,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,13,Ordinary HH,221.3076622222222,225.8310277137533,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,13,Ordinary HH,221.3076622222222,225.8310277137533,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,13,Ordinary HH,221.3076622222222,225.8310277137533,Candle,No,,,,
Kigali City,Gasabo,14,Urban,13,Ordinary HH,221.3076622222222,225.8310277137533,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,14,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,14,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,14,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,14,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,14,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,14,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,15,Ordinary HH,219.6804,231.3457916231179,Candle,Yes,5,7,1000,
Kigali City,Gasabo,14,Urban,15,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,15,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,15,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,15,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,15,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,16,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,16,Ordinary HH,219.6804,231.3457916231179,Candle,Yes,1,7,1000,
Kigali City,Gasabo,14,Urban,16,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,16,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,16,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,16,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,17,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,17,Ordinary HH,219.6804,231.3457916231179,Candle,Yes,2,7,200,
Kigali City,Gasabo,14,Urban,17,Ordinary HH,219.6804,231.3457916231179,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,14,Urban,17,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,17,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,17,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,18,Ordinary HH,219.6804,231.3457916231179,Diesel,No,,,,
Kigali City,Gasabo,14,Urban,18,Ordinary HH,219.6804,231.3457916231179,Paraffin,No,,,,
Kigali City,Gasabo,14,Urban,18,Ordinary HH,219.6804,231.3457916231179,Kerosene,No,,,,
Kigali City,Gasabo,14,Urban,18,Ordinary HH,219.6804,231.3457916231179,Gasoline,No,,,,
Kigali City,Gasabo,14,Urban,18,Ordinary HH,219.6804,231.3457916231179,Biogas,No,,,,
Kigali City,Gasabo,14,Urban,18,Ordinary HH,219.6804,231.3457916231179,Candle,Yes,2,30,100,
Kigali City,Gasabo,15,Urban,1,Ordinary HH,20.41481221374045,20.61979251079878,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,15,Urban,1,Ordinary HH,20.41481221374045,20.61979251079878,Paraffin,No,,,,
Kigali City,Gasabo,15,Urban,1,Ordinary HH,20.41481221374045,20.61979251079878,Diesel,No,,,,
Kigali City,Gasabo,15,Urban,1,Ordinary HH,20.41481221374045,20.61979251079878,Biogas,No,,,,
Kigali City,Gasabo,15,Urban,1,Ordinary HH,20.41481221374045,20.61979251079878,Kerosene,No,,,,
Kigali City,Gasabo,15,Urban,1,Ordinary HH,20.41481221374045,20.61979251079878,Gasoline,No,,,,
Kigali City,Gasabo,15,Urban,2,Ordinary HH,20.41481221374045,20.61979251079878,Biogas,No,,,,
Kigali City,Gasabo,15,Urban,2,Ordinary HH,20.41481221374045,20.61979251079878,Kerosene,No,,,,
Kigali City,Gasabo,15,Urban,2,Ordinary HH,20.41481221374045,20.61979251079878,Another fuel-based lamp,No,,,,
Kigali City,Gasabo,15,Urban,2,Ordinary HH,20.41481221374045,20.61979251079878,Paraffin,No,,,,
Kigali City,Gasabo,15,Urban,2,Ordinary HH,20.41481221374045,20.61979251079878,Candle,Yes,15,1,100,
