PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,F11,F12,F13,F14,F15,F16
Southern Province,Nyamagabe,109,Rural,13,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,109,Rural,13,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,109,Rural,13,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,109,Rural,13,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,109,Rural,13,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,109,Rural,14,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,109,Rural,14,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,109,Rural,14,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,109,Rural,14,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,109,Rural,14,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,109,Rural,14,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,109,Rural,15,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,109,Rural,15,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,109,Rural,15,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,109,Rural,15,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,109,Rural,15,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,109,Rural,15,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,109,Rural,16,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,109,Rural,16,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,109,Rural,16,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,109,Rural,16,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,109,Rural,16,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,109,Rural,16,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,109,Rural,17,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,109,Rural,17,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,109,Rural,17,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,109,Rural,17,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,109,Rural,17,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,109,Rural,17,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,109,Rural,18,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,109,Rural,18,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,109,Rural,18,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,109,Rural,18,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,109,Rural,18,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,109,Rural,18,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,110,Rural,1,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,1,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,1,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,1,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,1,Refugee HH,,,Kerosene,Yes,2,7,1000,90
Southern Province,Nyamagabe,110,Rural,1,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,2,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,2,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,2,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,2,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,2,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,2,Refugee HH,,,Kerosene,Yes,1,30,500,95
Southern Province,Nyamagabe,110,Rural,3,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,3,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,3,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,3,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,110,Rural,3,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,3,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,4,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,4,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,4,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,4,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,4,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,4,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,5,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,5,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,5,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,5,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,5,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,110,Rural,5,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,6,Refugee HH,,,Kerosene,Yes,1,14,500,95
Southern Province,Nyamagabe,110,Rural,6,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,6,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,6,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,6,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,6,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,7,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,7,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,7,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,110,Rural,7,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,7,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,7,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,8,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,110,Rural,8,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,8,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,8,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,8,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,8,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,9,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,9,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,9,Refugee HH,,,Kerosene,Yes,2,14,1000,90
Southern Province,Nyamagabe,110,Rural,9,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,9,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,9,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,10,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,10,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,10,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,10,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,10,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,110,Rural,10,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,11,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,11,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,11,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,11,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,11,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,11,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,12,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,110,Rural,12,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,12,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,12,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,12,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,12,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,13,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,13,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,13,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,13,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,13,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,13,Refugee HH,,,Kerosene,Yes,1,7,1000,85
Southern Province,Nyamagabe,110,Rural,14,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,14,Refugee HH,,,Kerosene,Yes,2,30,1000,100
Southern Province,Nyamagabe,110,Rural,14,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,14,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,14,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,14,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,15,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,15,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,15,Refugee HH,,,Kerosene,Yes,1,7,1000,85
Southern Province,Nyamagabe,110,Rural,15,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,15,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,15,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,16,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,16,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,16,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,16,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,16,Refugee HH,,,Kerosene,Yes,3,14,200,80
Southern Province,Nyamagabe,110,Rural,16,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,17,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,17,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,17,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,17,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,17,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,110,Rural,17,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,110,Rural,18,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,110,Rural,18,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,110,Rural,18,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,110,Rural,18,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,110,Rural,18,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,110,Rural,18,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,1,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,1,Refugee HH,,,Kerosene,Yes,2,30,1000,95
Southern Province,Nyamagabe,111,Rural,1,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,1,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,1,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,1,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,2,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,111,Rural,2,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,2,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,2,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,2,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,2,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,3,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,3,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,3,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,3,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,3,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,111,Rural,3,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,4,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,4,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,4,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,4,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,4,Refugee HH,,,Kerosene,Yes,1,14,1000,100
Southern Province,Nyamagabe,111,Rural,4,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,5,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,5,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,5,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,5,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,5,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,5,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,6,Refugee HH,,,Kerosene,Yes,3,30,500,90
Southern Province,Nyamagabe,111,Rural,6,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,6,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,6,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,6,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,6,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,7,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,7,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,7,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,7,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,7,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,111,Rural,7,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,8,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,8,Refugee HH,,,Kerosene,Yes,3,30,100,85
Southern Province,Nyamagabe,111,Rural,8,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,8,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,8,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,8,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,9,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,9,Refugee HH,,,Kerosene,Yes,2,14,1000,95
Southern Province,Nyamagabe,111,Rural,9,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,9,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,9,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,9,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,10,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,10,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,10,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,10,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,10,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,10,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,111,Rural,11,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,11,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,11,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,11,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,11,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,111,Rural,11,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,12,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,12,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,12,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,12,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,111,Rural,12,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,12,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,13,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,13,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,13,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,13,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,13,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,111,Rural,13,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,14,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,111,Rural,14,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,14,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,14,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,14,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,14,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,15,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,15,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,15,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,15,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,15,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,111,Rural,15,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,16,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,16,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,16,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,111,Rural,16,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,16,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,16,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,17,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,17,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,111,Rural,17,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,17,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,17,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,111,Rural,17,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,18,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,111,Rural,18,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,111,Rural,18,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,111,Rural,18,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,111,Rural,18,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,111,Rural,18,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,112,Rural,1,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,112,Rural,1,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,112,Rural,1,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,112,Rural,1,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,112,Rural,1,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,112,Rural,1,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,112,Rural,2,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,112,Rural,2,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,112,Rural,2,Refugee HH,,,Kerosene,Yes,1,14,500,85
Southern Province,Nyamagabe,112,Rural,2,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,112,Rural,2,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,112,Rural,2,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,112,Rural,3,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,112,Rural,3,Refugee HH,,,Kerosene,Yes,1,30,100,95
Southern Province,Nyamagabe,112,Rural,3,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,112,Rural,3,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,112,Rural,3,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,112,Rural,3,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,112,Rural,4,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,112,Rural,4,Refugee HH,,,Kerosene,Yes,1,7,500,90
Southern Province,Nyamagabe,112,Rural,4,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,112,Rural,4,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,112,Rural,4,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,112,Rural,4,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,112,Rural,5,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,112,Rural,5,Refugee HH,,,Kerosene,Yes,1,14,1000,95
Southern Province,Nyamagabe,112,Rural,5,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,112,Rural,5,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,112,Rural,5,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,112,Rural,5,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,112,Rural,6,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,112,Rural,6,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,112,Rural,6,Refugee HH,,,Kerosene,Yes,3,7,2000,85
Southern Province,Nyamagabe,112,Rural,6,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,112,Rural,6,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,112,Rural,6,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,112,Rural,7,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,112,Rural,7,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,112,Rural,7,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,112,Rural,7,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,112,Rural,7,Refugee HH,,,Kerosene,Yes,3,30,1000,80
Southern Province,Nyamagabe,112,Rural,7,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,112,Rural,8,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,112,Rural,8,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,112,Rural,8,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,112,Rural,8,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,112,Rural,8,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,112,Rural,8,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,112,Rural,9,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,112,Rural,9,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,112,Rural,9,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,112,Rural,9,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,112,Rural,9,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,112,Rural,9,Refugee HH,,,Kerosene,Yes,2,30,1000,100
Southern Province,Nyamagabe,112,Rural,11,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,112,Rural,11,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,112,Rural,11,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,112,Rural,11,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,112,Rural,11,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,112,Rural,11,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,112,Rural,12,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,112,Rural,12,Refugee HH,,,Candle,No,,,,
Southern Province,Nyamagabe,112,Rural,12,Refugee HH,,,Gasoline,No,,,,
Southern Province,Nyamagabe,112,Rural,12,Refugee HH,,,Kerosene,No,,,,
Southern Province,Nyamagabe,112,Rural,12,Refugee HH,,,Biogas,No,,,,
Southern Province,Nyamagabe,112,Rural,12,Refugee HH,,,Diesel,No,,,,
Southern Province,Nyamagabe,112,Rural,13,Refugee HH,,,Another fuel-based lamp,No,,,,
Southern Province,Nyamagabe,112,Rural,13,Refugee HH,,,Paraffin,No,,,,
Southern Province,Nyamagabe,112,Rural,13,Refugee HH,,,Biogas,No,,,,
